claim,label,language,source,url,verdict_raw
These videos show Hindu women being harassed by Muslim mobs in Bangladesh.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/bangladesh-protests-video-hindu-women-forced-to-do-sit-ups-fake-video-2581178-2024-08-12,False
These visuals show the recent Hazara Express accident in Pakistan.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/balasore-tragedy-video-goes-viral-as-pakistan-train-accident-2417493-2023-08-07,Balasore tragedy video goes viral as recent train accident in Pakistan - India Today
"Amid the developing political turmoil in Maharashtra, Uddhav Thackeray’s son Aaditya Thackeray removed ‘minister’ from his Twitter bio.",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/aaditya-thackeray-did-not-drop-minister-from-his-twitter-bio-maharashtra-political-crisis-1965536-2022-06-22,False
Extremists dismantled a statue of Rabindra Nath Tagore at Dhaka University.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/bangladesh-dhaka-university-tagore-statue-not-defaced-by-extremists-2337284-2023-02-20,Half true
"In Paris, after the beheading of a French teacher, people are protesting against namaaz offered by blocking streets and sidewalks.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/3-year-old-protest-video-against-street-prayers-revived-beheading-teacher-paris-1735716-2020-10-28,Half true
"By tweeting a collage of two images, the BJP shows how a barren land turned into Western Peripheral Expressway under the Modi government. ",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/bjp-wrong-expressway-construction-photos-5-year-challenge-twitter-1434269-2019-01-19,Half true
Queen Elizabeth’s funeral service was disrupted by an African protestor demanding an apology for Britain’s role in the transatlantic slave trade.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/african-activist-queen-elizabaeth-funeral-viral-video-2003441-2022-09-22,Mostly false
China shot down Indian weather satellite in 2012.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/china-shoot-india-weather-satellite-fact-check-truth-asat-1493297-2019-04-03,Mostly false
Muslims attacked a Hindu temple in the Thakurgaon district of Bangladesh.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/bangladesh-violence-hindu-temple-vandalised-fact-check-video-2581197-2024-08-12,Half true
This video shows fighter jets sent by Pakistan to escort Iran’s delegation to Islamabad for peace talks safely. ,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/pakistan-fighter-jets-escort-saudi-crown-prince-2019-not-iranian-delegation-2894326-2026-04-10,False
Video shows Christians wrapped in nylon bags and left to die slowly of suffocation in Afghanistan for refusing to abandon their faith.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/colombia-protest-shared-as-taliban-suffocating-afghan-christians-nylon-bags-1853236-2021-09-15,Colombia protest shared as Taliban suffocating Afghan Christians in nylon bags  - India Today
Is the CPI(M) feeling too tizzy and desperate that to save its last bastion in Kerala their leaders are now towing the Hindutva line?,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/did-sitaram-yechury-attend-a-hindu-festival-in-hyderabad-1289717-2018-07-19,Did Sitaram Yechury attend a Hindu festival in Hyderabad?
Rs. 16 lakh was stolen from a Hyderabad CEO through a tampered charging cable that was used to hack into his phone. ,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/can-rogue-chargers-be-used-to-hack-your-phone-2007838-2022-10-03,Mostly false
This photo shows the blueprint of a Ramayana-themed metro station in Ayodhya.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/ayodhya-ram-mandir-fact-check-viral-photo-of-ramayana-themed-metro-station-in-ayodhya-is-ai-generated-2457813-2023-11-03,Viral photo of Ramayana-themed metro station in Ayodhya is AI-generated - India Today
"On Thursday, March 24, eight Pakistani soldiers were killed by a militant outfit named Tehrik-e-Taliban Pakistan in North Waziristan.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/2011-image-of-dead-pakistani-soldiers-shared-recent-attack-pak-army-by-terror-group-1929217-2022-03-24,Half true
Brazilians observed PM Modi&#039;s &quot;lights out&quot; call.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/did-brazilians-observe-pm-modi-lights-out-call-1663624-2020-04-05,Mostly false
"China has sought to kill 20,000 coronavirus patients to control the spread of the virus.",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/china-permission-court-kill-thousands-coronavirus-petients-viral-1644347-2020-02-07,False
Ballet performance is by 73-year-old woman and her grandson.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/ballet-performance-chinese-couple-viral-grandmother-grandson-head-1598120-2019-09-11,Mostly false
US President Joe Biden groped Ukrainian President Volodymyr Zelenskyy’s buttocks when he visited the White House.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/butt-obviously-the-viral-pic-of-biden-groping-zelenskyy-is-bad-photoshop-2312836-2022-12-23,False
CM Kejriwal referred to PM Modi and HM Shah while challenging the evidence presented by the ED during his court hearing.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/arvind-kejriwal-court-hearing-pm-modi-amit-shah-viral-exchange-100-crore-liquor-policy-case-2520952-2024-03-29,False
Akshay Kumar secretly watched &#039;Pathaan&#039; and walked away without answering reporters’ questions about it. ,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/akshay-kumar-did-not-ignore-reporters-after-pathaan-2328371-2023-01-30,Mostly false
This video shows biogas cylinders developed by two brothers from Uttarakhand being loaded onto a truck.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/indane-xtratej-lpg-cylinders-uttarakhand-brothers-biogas-claim-false-2892782-2026-04-07,False
Dilip Ghosh was heckled by Rohingya and Bangladeshis because he is Hindu leader.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/ahead-delhi-polls-old-video-dilip-ghosh-heckled-viral-misleading-1644027-2020-02-06,Mostly false
Video shows the Saudi Arabian Minister of Defence being rushed away from the Chinese embassy by his guards after mistaking firecrackers for gunshots.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/2019-mock-drill-from-kuwait-falsely-shared-saudi-minister-getting-spooked-by-firecrackers-1992532-2022-08-25,False
"During an election rally, PM Modi was heckled with questions about the gas shortage.",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/modi-lookalike-heckled-gas-shortage-rourkela-rally-not-pm-modi-2890281-2026-04-01,False
Coca-Cola sold just 25 bottles in its first year.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/coca-cola-first-year-sales-bottles-glasses-post-viral-1616800-2019-11-07,Mostly false
Billboard with communal message installed in Australia.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/billboard-australia-islam-claim-fact-check-1655189-2020-03-13,False
This is an imprint of India’s national emblem and ISRO’s logo left by Pragyan's wheel on the lunar surface.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/chandrayaan-3-mission-related-fact-check-2426140-2023-08-24,"Viral pic of national emblem on lunar surface is NOT Pragyan’s work, it’s photoshoppe - India Today"
This video shows a flimsy bamboo bridge in Bihar that appears to be on the verge of collapse.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/viral-bamboo-bridge-video-bangladesh-not-bihar-fact-check-2891270-2026-04-03,False
This video shows a sea of Hindus dancing to music in front of a mosque on Eid in Delhi’s Uttam Nagar.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/video-raichur-mistaken-hindus-dancing-uttam-nagar-mosque-eid-2885924-2026-03-23,False
This video shows burqa-clad girls dancing to a song featuring the words “Jai Shri Ram”.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/burqa-clad-students-dance-jai-shri-ram-2352693-2023-03-28,False
"This video shows the January 15 Yeti Airlines plane crash in Pokhara, Nepal.",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/afghanistan-video-shared-as-nepal-yeti-airlines-plane-crash-2322258-2023-01-16,False
Pakistan&#039;s national flags were used in the rally of former Rajasthan CM and Congress leader Ashok Gehlot.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/ashok-gehlot-rajasthan-green-paskistan-flags-viral-video-1399243-2018-11-29,False
"Explosion at the chemical plant in Severodonetsk, Ukraine, caused by Russian shelling.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/2014-video-of-explosion-shared-as-recent-russian-attack-1965226-2022-06-22,Half true
"A viral video shows a journalist asking a question from the election commissioner, who skipped it.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/chief-election-commissioner-didnt-skip-this-journos-question-clipped-video-viral-2516035-2024-03-17,Half true
Russian President Vladimir Putin collapsed after suffering a heart attack.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/ai-generated-images-shared-as-putin-collapsing-after-suffering-heart-attack-2378902-2023-05-13,False
This video shows a Black man beating up a White woman. The attacker is still on the loose.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/black-man-hitting-white-lady-nope-this-punching-session-is-woman-on-woman-2383846-2023-05-24,Mostly false
Video of former Afghan president Ashraf Ghani fleeing after Taliban took control of the country.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/afghanistan-president-ashraf-ghani-viral-video-fact-check-1841675-2021-08-16,Half true
"This is what Mark Zuckerberg said after the six-hour global outage of Facebook, Instagram and WhatsApp. The downtime was planned because they wanted to enter the cryptocurrency business. ",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/conspiracy-theory-facebook-outage-linked-zuckerberg-crypto-ambitions-1862063-2021-10-07,Mostly false
Man appeals that his wife and daughter are infected with Covid-19.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/clickbait-facebook-post-covid19-urging-shares-gone-viral-1673452-2020-05-01,Mostly false
"While campaigning in Uttar Pradesh, Priyanka Gandhi has warned that if namaaz on roads are prohibited, the Congress will disallow yoga in parks. ",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/controversial-statement-wrongly-attributed-to-priyanka-gandhi-1885284-2021-12-07,False
The video shows the first execution by electrocution of a Palestinian prisoner carried out by the Israeli government under the new law.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/ripleys-believe-it-or-not-electric-chair-exhibit-debunks-palestinian-execution-video-2890588-2026-04-02,False
"Tiffany Dover, the nurse in Tennessee, United States, who fainted after receiving her first dose of the Pfizer/BioNTech Covid-19 vaccine, is now dead.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/a-viral-message-on-social-media-claims-that-tiffany-dover-the-nurse-in-tennessee-united-states-who-fainted-after-receiving-her-first-dose-of-the-pfizer-biontech-1752156-2020-12-22,US nurse who fainted after Covid-19 vaccine shot is not dead
Akshay Kumar tweeted that history books should teach why Nathuram Godse killed Mahatma Gandhi.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/akshay-kumar-nathuram-godse-mahatma-gandhi-tweet-viral-1624249-2019-12-01,False
This video shows the Afghanistan Cricket team chanting “Vande Mataram” after it qualified for the T20 World Cup semifinals.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/afghanistan-cricketers-vande-mataram-edited-clip-fact-check-2558706-2024-06-26,False
"India appears to be having its “Epstein” moment. And some people, unfortunately, want to look at the “files”.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/ashok-kharat-arrest-maharashtra-godman-rape-case-ai-obscene-videos-online-sale-2889246-2026-03-30,Influencer Hub
This is the photo of the Shivling that was found inside the Gyanvapi Masjid complex of Varanasi.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/9th-century-shivling-excavated-vietnam-falsely-shared-gyanvapi-masjid-discovery-1950633-2022-05-17,Mostly false
"This video shows a recent volcanic eruption in Europe&#039;s most active volcano, Mount Etna in Italy. ",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/2022-clip-of-guatemalan-volcano-viral-as-recent-eruption-in-italy-etna-2463393-2023-11-15,Half true
Pictures show civilian thrashing a policeman during lockdown.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/did-policeman-get-beaten-up-while-enforcing-corona-lockdown-1660775-2020-03-28,Mostly false
"These flood visuals are from a school in Florida, US, which remained open during Hurricane Ian.",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/2019-storm-aftermath-video-texas-school-hurricane-ian-florida-2007255-2022-10-01,Mostly false
This image shows a Ukrainian boy rescuing his dog from drowning after the Kakhovka dam was breached on June 6. ,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/child-rescuing-puppy-pic-not-related-kakhovka-dam-attack-ukraine-fact-check-2390548-2023-06-08,False
‘Brahmastra’ was renamed from ‘Dragon’ after the 2019 Pulwama suicide bombing to appease a wider Hindu audience. ,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/brahmastra-movie-ayan-mukherji-rename-from-dragon-pulwama-suicide-bombing-false-claim-1995710-2022-09-02,Half true
"This video shows Muslims in Kerala pelting stones at Hindu households, threatening them to vacate.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/2016-video-of-stone-pelting-in-kerala-shared-with-communal-spin-2411269-2023-07-25,2016 video of stone pelting in Kerala shared with communal spin - India Today
"China has approached the United Nations, pleading that India is misusing its power. ",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/did-china-seek-un-mediation-on-border-face-off-with-india-1721266-2020-09-12,Mostly false
"Hundreds of thousands of sea turtles hatched this week on Versova beach in Mumbai, first time in decades.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/are-sea-turtles-making-beeline-for-mumbai-beach-after-cleanup-1595106-2019-09-03,Half true
These videos show massive destruction in Tel Aviv caused by Iranian strikes during the ongoing war.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/fact-check-unrelated-videos-from-2023-viral-as-massive-destruction-in-tel-aviv-2888818-2026-03-29,False
This video shows a recent cloudburst in Sikkim.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/2018-video-from-austria-goes-viral-as-cloudburst-sikkim-2445177-2023-10-05,Mostly false
Saint Luke’s Hospital of USA says that consuming alcohol can reduce the risk of Covid-19.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/coronavirus-fact-check-claims-on-alcohol-and-covid-19-1654812-2020-03-12,Mostly false
These videos show an Iranian attack on an Israeli nuclear facility near Dimona.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/iran-false-videos-claim-attack-dimona-nuclear-facility-philadelphia-refinery-explosion-ai-video-2884313-2026-03-19,False
The ECI announced that there will be no presence of WB police within a 600m radius of polling booths during the upcoming Assembly elections.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/election-commission-denies-bengal-police-restriction-polling-booths-west-bengal-polls-2891850-2026-04-05,False
This photo shows PM Modi sitting in a shooting setup during his visit to a tea garden in Assam.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/pm-modi-tea-garden-image-ai-generated-google-gemini-fact-check-2891633-2026-04-04,False
Thrombosis is the main cause of death for Covid-19 patients. Antibiotics can treat coronavirus patients.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/blot-clot-coronavirus-italian-doctors-who-1681512-2020-05-25,Mostly false
BJP MP Alphons Kannanthanam violated the Covid-19 protocol by sending his mother's dead body to Kerala for the funeral without revealing she died of Covid-19.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/bjp-mp-kerala-coronavirus-mother-funeral-fact-check-1712828-2020-08-19,Did BJP MP from Kerala conduct his mother's funeral without revealing she died of Covid-19?
This photo shows an eight-year-old boy called Marc who was recently injured during a Russian artillery attack in Ukraine.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/boy-not-russia-ukraine-war-survivor-ukrainian-mp-shares-years-old-unrelated-photo-2314544-2022-12-28,False
This video shows a bird helping people unfurl the national flag during Independence Day celebrations in Kerala.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/bird-unfurl-flag-kerala-fake-video-right-angle-independence-day-2585767-2024-08-21,False
"If the American fighter jets attempt to annihilate Kharg, they might never notice its desolate residential enclaves. They probably wouldn’t care about the old, derelict hospital there. They won’t stop to wonder about its abandoned club, where no one has drunk, danced, or made merry in years.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/kharg-island-iran-oil-exports-us-threats-historical-ties-amoco-nioc-2890298-2026-04-01,Influencer Hub
MS Dhoni visited a gurudwara during ongoing farmers’ protests.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/2-year-old-photo-of-dhoni-at-a-gurudwara-being-shared-with-farmers-stir-twist-2508307-2024-02-28,Half true
"Demonstrating support for Israel, Azerbaijan illuminated the Flame Towers in its capital Baku with the Israeli flag.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/azerbaijan-didnt-display-israeli-flag-on-tower-amid-conflict-with-palestine-2446615-2023-10-09,Azerbaijan DID NOT display Israeli flag on tower amid conflict with Palestine - India Today
The viral video shows an Akasa Air flight attendant delivering the safety briefing to passengers onboard in Sanskrit.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/akasa-air-inflight-announcement-in-sanskrit-is-fake-2552894-2024-06-13,False
This image shows a massive crowd during the INDIA bloc rally at Delhi&#039;s Ramlila Maidan on March 31.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/aerial-shot-shows-2019-rally-in-kolkata-not-india-bloc-rally-in-delhi-2521769-2024-04-01,False
Pictures of a man posing for a maternity shoot because his wife refused and he had already paid the photographer.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/dad-spoofs-maternity-shoot-pics-go-viral-misleading-claim-1731271-2020-10-13,Half true
This video shows an angry mob destroying EVMs found in a BJP leader&#039;s car during Karnataka election 2023. ,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/bjp-leader-caught-with-evm-in-karnataka-no-mob-destroyed-equipment-found-in-poll-officer-car-2377970-2023-05-11,Half true
This video shows a huge crowd at Rahul Gandhi&#039;s ongoing Bharat Jodo Nyay Yatra in Maharashtra.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/2022-video-of-bharat-jodo-yatra-shared-as-congresss-recent-nashik-rally-2515386-2024-03-15,Mostly false
This video shows Japanese PM Sanae Takaichi saying she will never set foot in the United States again after Trump’s Pearl Harbour joke. ,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/deepfake-videos-japan-pm-sanae-takaichi-falsely-criticising-trump-pearl-harbour-joke-2886489-2026-03-24,False
Police arrested a Muslim SDPI worker disguised as a Sikh in a turban from the farmers&#039; agitation in Haryana.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/did-cops-nab-muslim-sdpi-activist-disguised-sikh-farmers-protest-1745535-2020-12-01,Mostly false
"While addressing a rally, Amit Shah announced that the BJP will end SC/ST/OBC reservation if voted to power.",FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/amit-shah-did-not-talk-about-scraping-stscobc-reservation-viral-clip-is-doctored-2532540-2024-04-27,False
Nasa developed rain cloud generator engine.,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/amitabh-bachchan-nasa-rain-cloud-generator-tweet-fact-rocket-test-1557368-2019-06-27,Mostly false
"Video shows parachute landing by Pakistani paratrooper instructor goes wrong. Trained in China, this instructor was struggling to control the parachute and whirling around in the wind.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/clip-of-a-nasty-parachute-landing-has-no-link-pakistan-china-1720247-2020-09-09,Half true
"George Cayley, arguably the father of aviation, conceivedÂ a prototype of the modern aeroplane in 1799. The first commercial flight Â became reality on January 1, 1914, and flew from St. Petersburg to Tampa in Florida. It took one hundred fifteen years for this idea to take off.",MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/ai-image-models-detectors-old-samples-hive-moderation-gan-diffusion-2642351-2024-11-29,Influencer Hub
Image shows Dr Zahid Majeed from AIIMS who was infected with coronavirus after mouth-to-mouth resuscitation to a critical Covid-19 patient. ,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/aiims-doctor-fact-check-coronavirus-rumours-1704926-2020-07-27,Half true
This video shows Russian forces shooting down a Ukrainian F-16 using S-500 air defence in Ukraine,FALSE,en,indiatoday,https://www.indiatoday.in/fact-check/story/2013-video-of-syrian-rebels-shooting-down-fighter-jet-viral-as-ukrainian-f-16-under-attack-2518287-2024-03-22,False
Audio conversation of PM Modi congratulating Lata Mangeshkar in advance for her birthday ahead of his recent US visit.,MISLEADING,en,indiatoday,https://www.indiatoday.in/fact-check/story/conversation-between-pm-modi-singer-lata-mangeshkar-is-old-1856998-2021-09-25,Half true
