claim,label,language,source,url,verdict_raw
"A user Naresh Yadav shared an image on Facebook with a caption that says, “",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-viral-post-claiming-bjp-leaders-forced-nirav-modi-to-escape-from-india-is-fake/,The post claiming BJP leaders forced Nirav Modi to escape from India is fake.
"As per the Facebook post (Screenshot give above), Rs 173 will be deducted from a person’s bank account if he/she uses ATM machine to withdraw money more than four times. In another claim the post says that Rs 150 will be charged for every transaction if more than four transactions are done in anyone’s bank account.",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-no-rs-173-wont-be-deducted-for-withdrawing-money-from-atm-more-than-4-times/,Banks are not going to make any new change from June 1 as
"A viral photo on Facebook claims that two stones one carrying the other have been tied 1400 years ago by SAW. The address of the stones mentioned in the Facebook post is Airport Rd, Heliopolis, Cairo Governorate 11432, Egypt.",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-no-these-stones-were-not-tied-up-by-saw-1400-years-ago/,The hanging stones shown in the viral Facebook photo were not tied up by SAW 1400 years ago. It is actually a flying stone statue made by Shaaban Abbas and is situated at Cairo Airport.
The Facebook post claims that every single person who has cancer has a pH that is too acidic. It further states that cancer cannot live in an alkaline state. The claim has been attributed to the Nobel Prize laureate Otto Warburg.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-cancer-has-ph-that-is-too-acidic-is-a-false-claim/,The Facebook post claiming that Cancer has pH that is too acidic is a false.
The viral post was shared by the Facebook user ‘Manoj Yadav’. The user compared the alleged properties of Sadhvi Pragya and Kanhaiya Kumar and wrote: “,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-no-kanhaiya-kumar-doesnt-have-assets-worth-18-crores/,"checking journalism, which holds mirror to power while being free from the ropes of corporate and politics, is possible only with support from public. Help us in our fight against fake news."
"The viral post was shared by the Facebook user ‘Sagarmal Chotiya’ on April 22, 2019 at 9:08 PM. The post has been shared by 218 users. The post was also shared on other social media platforms.",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-image-of-rahul-gandhi-and-spanish-actress-gets-viral-with-false-claim/,A woman accompanying Rahul Gandhi in the viral photo is not his wife but American actress of Spanish origin. The viral photo was taken during Rahul Gandhi’s visit to the Berggruen Institute of Los Ang
A post is getting viral on Facebook in which two photos have been posted. The caption in the viral post reads:,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-this-viral-photo-is-not-of-ranchi-ring-road-but-delhi-meerut-expressway/,The viral post claiming the expressway as Ranchi’s Ring Road is fake. It is actually Delhi-Meerut Express-Way.
"The viral image on Facebook shows Ambedkar’s photo on American note of 100 dollars. The photo is supported by a claim, “The work that should have been done in India has been done by Americans- It’s a real respect.” The Facebook post has been shared by a user named ‘Ajay Pratap Gaur Basti’. The viral photo has 135 shares and around 905 reactions.",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-no-100-dollar-note-with-ambedkars-photo-is-fake/,The 100-dollar note getting viral with the photograph of Ambedkar is found to be fake.
A viral photo claims that putting Cow’s ghee in the nose can help preventing hair fall and also helps in re-growing lost hair.,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-pouring-cow-ghee-in-nostrils-helps-regrow-lost-hair-is-misleading/,The claim about the regrowth of lost hair by putting cow ghee in nostrils is misleading.
"As per the post circulated on social media,",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-no-matchstick-powder-cannot-treat-scorpion-bite-venom/,Matchstick powder cannot cure the poison effect of scorpion bite.
"As per the post circulated on Facebook, you",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-viral-post-on-cold-drinks-contaminated-with-ebola-virus-is-fake/,"In the investigation of the Vishvas team, the post on cold drinks contaminated with ebola-infected virus is fake."
"The viral video claims that Narendra Modi and Amit Shah have been involved with the Election Commission. According to the claim, some vehicles shown in the video (a school bus and a jeep) have been used to keep hundreds of EVMs in the strong room in the Sabzi Mandi area of Madhya Pradesh. Also, there were discrepancies in the counting of votes. The video was uploaded by a Facebook user ‘",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-viral-video-claiming-evms-caught-in-madhya-pradesh-is-fake/,The two vehicles shown in the video haven’t been used to keep hundreds of EVMs in the strong room in the Sabzi Mandi area of Madhya Pradesh. The claim and the video are false.
A photo is doing rounds with a claim that reads: “,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-showing-bananas-injected-with-hiv-blood-is-fake/,"The post showing banana infected with HIV blood is fake. One cannot get HIV from consuming food. Even if the food contained small amounts of HIV-infected blood or semen, exposure to the air, heat from"
The Facebook post shared by the user ‘,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-consuming-banana-and-egg-is-deadly-combination-is-fake/,The post claiming that a boy died after eating banana and egg together is fake. We investigated and found that the claim is false and the combination of banana and eggs is not poisonous.
"The viral post reads in Hindi: कतर में पतंजलि के सभी प्रोडक्ट बैन, नेचुरल बताकर खतरनाक केमिकल बेच रहे हैं रामदेव। (English:",MISLEADING,hinglish,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-patanjali-products-banned-in-qatar-is-misleading/,"In our investigation, we found that the post claiming that Patanjali products have been banned in Qatar is misleading. The Ministry of Public Health of Qatar Government demanded the Halal certificate "
"In the viral post on Facebook, the text with the photo of Javed Akhtar reads in Hindi: मुस्लिम बहुल कश्मीर में हिन्दू पंडितों को घरवापसी नहीं करने दे रहे इस का मतलब ये नहीं कि रोहिंग्या मुसलमानों को भी भारत से निकला जाय। भारत सेक्युलर देश है, हिन्दुओं के बाप की जागीर नहीं। (English: If Muslim-majority Kashmiris are not allowing to return to their homes, it doesn’t mean Rohingya Muslims should be moved out of India. India is a secular country, not only for Hindus).",FALSE,hinglish,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-fake-post-getting-viral-on-the-name-of-javed-akhtar/,"The post viral with the name of Javed Akhtar is fake. He did not say  that if Muslim-majority Kashmiris are not allowing to return to their homes, it doesn’t mean Rohingya Muslims should be moved out "
A Facebook page named ‘,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-fake-warning-getting-viral-in-the-name-of-indian-oil/,Vishvas News team investigated and found that the viral warning in the name of Indian Oil is fake.
In viral post’s description reads: “Beware of Rs 500 currency note…. Pls do not accept Rs.500 currency note if the green strip is close to Gandhi ji because it’s fake. Accept a currency note where the strip is * near Governor’s signature. * Please pass this message to all family and friends “.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-the-authenticity-of-rs-500-note-basis-position-of-green-strip-is-fake/,In our investigation we found that this claim is false. The position of the green band on the note cannot be the criteria for identifying fake currency.
The viral video shows a gathering of people performing Yoga clad,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-the-art-of-living-mongolia-event-is-being-falsely-reported-as-japans/,"In our investigation, we found that this video is not of Japan but Mongolia. On May 17, 2015, the video of community reception and yoga program organized by the Art of Living in Ulaanbaatar, Mongolia "
The photo is getting viral on social media in which some people could be seen holding a banner. The text written in the banner reads: WE DON’T WANT KASHMIR GIVE US VIRAT KOHLI. Many people sharing the post are claiming that the people shown in the image are from  Pakistan.,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-fake-post-getting-viral-in-the-name-of-virat-kohli/,"Vishvas News investigated and found that the post getting viral in the name of Virat Kohli is photoshopped. In the original image, people are asking for freedom, not Virat Kohli."
The viral photograph is said to be a screenshot from a recent Parliament session where Shah’s eyes appear to be closed and his body slumped as Union Minister Ravi Shankar Prasad speaks in the Parliament. The post claims that “Rahul Gandhi using his phone is a problem but then Amit Shah sleeping is not!”.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-amit-shah-was-not-sleeping-in-parliament/,"In our investigation we found that this claim is false. This picture is from the winter session of Parliament in January and after watching the complete footage of the session, it can be said that Ami"
"In the viral post, a recent picture of a bridge over the Jamnagar-Junagadh highway has been shared. The description reads: ” Planned by then CM Modi, inaugurated by PM Modi, Jamnagar-Junagarh highway bridge collapsed within 3 months of inauguration!” This post has been shared over 1000 times on Twitter and more than 50 times on Facebook.",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-the-collapsed-bridge-was-50-years-old-pm-modi-did-not-inaugurate-it/,"In our investigation, we found that the news that the bridge recently inaugurated by Prime Minister Modi has collapsed is wrong. This bridge was about 50 years old."
"The Facebook post claims that Dr. Badwe, Director, Tata Memorial Hospital clarified that hot coconut water kills cancer. The post further claimed that hot Coconut water releases an anti-cancer substance and hot coconut juice has an effect on cysts and tumors.",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-hot-coconut-water-can-kill-cancer-cells-is-fake/,"Although coconut water has certain health benefits, but no research suggests that hot coconut water can kill cancer cells or cure all types of cancers. Also,  Tata Memorial Hospital clarified that the"
The video has been shared by a Facebook user named Harshit Pandey. The text accompanied by the video reads:,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-video-of-doctor-beating-patient-is-not-from-kanpurs-hallet-hospital/,"The viral video showing a doctor beating up a patient is not from Hallet hospital Kanpur but from Sawai Man Singh Medical College, Jaipur, Rajasthan."
"The post claims: ” Tonight at 00:30 to 03:30am make sure to turn off your phone, cellular, tablet etc & put far away from your body! Singapore TV announced on the news! Please tell your family & friends! Tonight 12:30pm to 3:30am for our Planet will be very high radiation! Cosmic rays will pass close to Earth, So please turn off your cell phone! Do not leave your device close to your body, it can cause you terrible damage! Check Google & NASA BBC News! Send this message to all the people who matter to you! Thank you. “",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/society/fact-check-post-asking-people-to-switch-off-phone-due-to-cosmic-rays-is-fake/,"We found in our investigation that this claim is wrong. ISRO said that Earth continuously comes in contact with cosmic rays, but magnetic fields of the atmosphere don’t allow them to enter our ecosphe"
The viral claim reads:,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-boy-infected-with-hiv-from-tainted-pineapple-is-a-fake-news/,The post claiming that a child contracted AIDS by eating a pineapple that a vendor had bled upon is fake. One cannot get HIV from consuming food handled by someone with HIV.
A message is circulating on social media with a claim stating that: “,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-cold-drink-and-mangoes-is-a-deadly-combination-is-a-fake-post/,Post claiming having cold drinking after eating mangoes can create a deadly combination is fake.
"The viral message reads: *Very very Important msg* Newly invented injection for Smallpox treatment *MR – VAC*. *But actually it is not true.* This medicine has been band in many countries. Now this MNC are sending this injection through this Modi government to all schools to inject all children compulsory. Please educate your children, not to take this injection at any cost. It is slow poison which will affect the future of the child as well as future generations also.",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-smallpox-treatment-mr-vac-is-a-slow-poison-for-children-is-a-fake-post/,"Smallpox treatment MR – VAC is a slow poison for children, is a fake post. It is not a smallpox vaccine. It is a measles-rubella vaccine. As per medical officers, this vaccine is safe."
A post related to Barack Obama was shared on the Facebook page,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-obama-had-purchased-8-1-million-house-in-2017-viral-post-is-fake/,Vishvas News investigated and found that Barak Obama has a mansion which he purchased in 2017 for $81 Lakh. The viral post is fake.
A video shared on Facebook shows a machine that produces white fumes. The video claims that the machine produces fumes and generates rain clouds. The video has been shared by the Facebook user Ankit Dwivedi. The video has a BBC logo on the top left corner.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-no-nasa-did-not-develop-a-machine-to-produce-rain-generating-clouds/,Vishvas News investigated and found that the viral post claiming that NASA developed a machine to produce rain-generating clouds is fake.
"A large number of people in the video can be seen with swords. The description is: “The biggest procession in Agra in support of Tabaraz Ansari, you have to say Allah Hu Akbar if you want to stay in India, Dalit Muslims come together for the procession.”",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/society/fact-check-old-muharram-video-is-going-viral-in-the-name-of-tabrez-supporters-procession/,"In our investigation we found that this video was shot at Muharram event in Gopalganj in the year 2014, and not at the protest against Tabrez Ansari’s lynching."
A post shared on social media reads:,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-no-microwave-ovens-are-not-banned-in-japan/,"No, the Japanese Government has not decided to dispose of all the “microwave ovens” in the country before the end of this year. The viral post is fake."
"A Facebook user ‘Sandeep Pandit’ has shared an image in which former Bollywood actress Monica Bedi is sitting with Pramod Krishnam, who is Congress candidate from Lucknow Lok Sabha constituency. The photo was accompanied with text:",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-old-photo-of-pramod-krishnam-with-monica-bedi-goes-viral/,Photo claiming Abu Salem’s wife sharing stage with Lucknow Congress candidate is misleading.
"The viral message on Facebook reads: *Did you Know* The calling out a person’s name while they are sleeping can cause brain damage to the person. Instead of calling their name, tap them gently and if they don’t respond wait a bit and tap them later. Do not call out a person’s name while they are sleeping. Because their adrenaline can shot up causing fear and panic which can cause *Brain Damage*From: World Health Organization.",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-calling-a-sleeping-persons-name-can-cause-brain-damage-is-a-fake-post/,Calling a person’s name while he is sleeping as it causes brain damage is a fake news.
The post shared on Facebook has multiple claims:,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-onions-absorb-bacteria-to-prevent-flu-is-fake/,The post claiming that onions absorb bacteria to prevent flu is fake.
"A post is doing rounds on social media that reads: A mother killed her 4 children, accidentally. The children refused to drink cough syrup. So she mixed the syrup in milk. The children went to sleep after drinking the milk and never got up. After examining the clinical trials, all 4 of them were found dead in the bed, The mixture of cough syrup and milk proved to be poisonous. The mother said that she killed the children with her own hand, she is psychologically disturbed. Avoid drinking medicine in the milk. Not only cough syrup, Do not drink any chemical additives in milk. It will become poi",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-mother-killed-children-by-mixing-cough-syrup-with-milk-is-fake/,Post claiming mother killed children by mixing cough syrup with milk is fake. It is advisable to consult a doctor before taking up any medication with food.
"A photographer’s images are getting viral on social media since India lost to New Zealand in the Cricket World Cup 2019. In the photo, it has been shown that when Dhoni lost his wicket in the Cricket World Cup, a photographer started crying.",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-no-the-photographer-did-not-cry-after-dhoni-lost-his-wicket-in-wc-2019-the-viral-post-is-fake/,Vishvas News investigated and found that the viral post is fake. The viral picture is that of an Iraqi photographer who got emotional after his football team’s exit at the Asian Cup 2019.
"A post is doing rounds on social media that reads: Lemon (Citrus) is a miraculous product that kills cancer cells. It is 10,000 times stronger than chemotherapy.",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-lemons-are-10000-times-stronger-than-chemotherapy-is-a-fake-claim/,Though lemons have certain health benefits but they cannot kill cancer cells and is not 10000 times stronger than chemotherapy.
A large skeleton can be seen in the viral photo. Some people,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-this-skeleton-has-not-been-excavated-in-kurukshetra-italian-artists-work-is-going-viral-with-misleading-claim/,"In our investigation we found that this claim is false. Actually this skeleton is not real, but it was created by Gino de Dominic, an Italian artist. This idol skeleton has nothing to do with Kurukshe"
"The Facebook page ‘Aam Admi Zindabad’ shared the post on July 11, 2019, at 2:29 PM that read: “The BJP has a problem that AAP government is giving good food and good education to the children of Delhi.”",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-the-school-shown-in-this-viral-image-is-not-from-delhi-but-from-bihar/,Vishvas News investigated and found that the viral photo is that of a school in Araria district of Bihar. It is not of a school in Delhi.
A message is doing rounds on social media that reads: “,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-coconut-oil-can-prevent-dengue-is-fake/,Post claiming coconut oil can prevent dengue is fake. Dr. B. Sukumar has not prescribed coconut oil for dengue prevention as claimed in the viral post.
"Facebook user Jayesh Rathod posted a collage of two photographs in a Facebook Group name “I Support Namo.” In the post description, he wrote: ”#In Bangladesh…………….After New Zealand defeated India, Bangladeshi citizen tried to celebrate by organizing a feast. The gas cylinder bursted and he died……”",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-bangladeshi-citizen-burnt-while-celebrating-indias-loss-in-world-cup-is-fake-7/,"In our investigation, we found that viral going post is fake. We found out that this false claim was fabricated through old photographs."
A viral post on social media reads: “CASHEWS are natural anti-depressants. 2 handfuls of cashews is the therapeutic equivalent of a prescription dose of PROZAC.” The post is shared on Facebook by a user named Jenna Lundgren.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-two-handfuls-of-cashews-equivalent-to-a-prozac-dose-is-fake/,The claim that two handfuls of cashews are the therapeutic equivalent of a prescription dose of PROZAC is fake.
"A post is getting viral on social media claiming it to be a simple eye test. A red dot is visible in the post with a number written on it. As per the claim, the visibility of the number allegedly decides the strength of the eyes. The post reads: “See the red circle closely! If u see no. 88 Left eye is weak, No. 83 – Right eye is weak, No. 38 – both eyes are strong, No. 33- Consult a Doctor, Both eyes weak. This is one of the greatest simplest test designed by American ophthalmologists.” The post is shared on Facebook by a page named Life Care Clinic. On the viral post, the name and number of D",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-the-red-dot-eye-test-to-check-your-vision-is-fake/,The viral post claiming that the visibility of the number in the red dot will decide the strength of your eyes is fake.
"In the viral post, Rahul Gandhi can be seen reading a",MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/politics/fact-check-rahul-gandhi-was-not-reading-kannada-newspaper/,In our investigation we found that Rahul Gandhi was reading National Herald English newspaper and only the front and last pages were printed in Kannada for special commemorative edition.
In a viral photo a lion can be seen attacking a man. Photo’s caption reads: ” Church Leader Mauled By Lion After Trying To Prove God Would Intervene.” The post further states ” A Christian church leader tried to prove that the Lord would step forward and come to his rescue and save him recently when he went up against a lion. Things did not go as planned.”,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/world/fact-check-this-lion-did-not-attack-a-church-leader-its-a-scene-from-a-film/,In our investigation we found that this picture is a screenshot of a movie scene. The claim that this lion attacked a church leader is wrong.
A post is doing rounds on Facebook claiming that there is a link between the use of deodorants and breast cancer as the application of deodorants can cause cancer. It is further claimed that scientific research has shown that most breast cancers develop in the upper-outer quadrant of the breast as that area is closest to the lymph nodes exposed to antiperspirants. The post is uploaded by the Facebook page Women’s Health Tips.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-deodorants-cause-breast-cancer-is-fake/,Post claiming deodorants cause breast cancer is fake. American Cancer Society and the cancer specialist have denied such claim.
"The viral post has a picture of a Shivling.  The post’s description says that this is the rare photo of the shivlinga of Mecca Madina. The post’s description reads: “For the first time in history, Shivalinga of Mecca Madina is shown here, all Hindus should share.”",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/world/fact-check-photo-of-rajasthan-shivalinga-is-being-falsly-reported-as-mecca-madinas/,"In our investigation we found that this claim is false. This Shivling is actually located in the Dungari temple of Bhima in Viratnagar, Rajasthan and not in Mecca Madina."
"Facebook user Amit Kumar shares a picture in a group named WE SUPPORT NARENDRA MODI. In this picture, a dead body of a child can be seen with a claim: “A baby died due to flood in Bihar”.",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-no-child-did-not-die-due-to-floods-in-bihar/,"In our investigation we found that the viral picture’s claim is fake.The child appearing in the viral picture was thrown by his own mother into the river Bagmati, which led the child to its death."
The post shared by a Facebook user Dilip Singh shows some people sitting on the floor with some weapons. The caption in the post states that the weapons have been seized from a mosque in Gujarat. The photo is getting viral with a false claim.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/viral/fact-check-no-gujarat-police-did-not-seize-weapons-from-a-mosque/,The post claiming that Gujarat police seized weapons from a mosque is fake.
A post is getting viral on social media claiming that the medicine named Caripill cures dengue in 48 hours. Some contact numbers were also present along with the post. Vishvas News investigated and found that the viral post is misleading.,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-post-claiming-caripill-cures-dengue-in-48-hours-is-misleading/,Post claiming that Caripill cures dengue in 48 hours is misleading.
The viral post has photo of a Shivalinga in it. The post claims,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/world/fact-check-telanganas-shivalinga-is-being-shared-as-sri-lankas/,"In our investigation, we found that this Shivalinga is actually located in Telangana and not in Sri Lanka. Also, this is not the tallest Shivalinga in the world. The tallest Shivalinga is located in K"
In the viral photo Bollywood actor Shahrukh Khan can be seen,MISLEADING,hi,vishvas_news,https://www.vishvasnews.com/english/society/fact-check-shahrukh-khan-did-not-wear-owasis-partys-t-shirt/,In our investigation we found that this picture photoshopped. “Vote for MIM” and Kite symbol were added on SRK’s plain white t shirt using editing tools.
The viral post on social media claims that cracking the knuckles can lead to arthritis.,FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/health/fact-check-no-knuckle-cracking-does-not-cause-arthritis/,The post claiming that cracking the knuckles cause arthritis is fake.
"In the viral post, a person can be seen sitting in front of",FALSE,hi,vishvas_news,https://www.vishvasnews.com/english/society/fact-check-this-buddhist-monks-is-114-years-old-not-144-years-old/,"In our investigation we found that this claim is false. Actually, the Buddhist monk seen in the photo is 114 years old, not 144."
