claim,label,language,source,url,verdict_raw
Converting at least 50% of all the government buildings in the national capital and all state capitals fully accessible.,TRUE,en,factly,https://factly.in/fact-check-has-accessibility-for-pwds-improved-in-the-last-four-years,UNVERIFIED
: The viral video shows former Iranian President Mahmoud Ahmadinejad appearing in public after reports claimed he was killed in the US–Israel strikes on Iran.,MISLEADING,en,factly,https://factly.in/an-old-and-unrelated-video-is-being-shared-claiming-that-former-iranian-president-mahmoud-ahmadinejad-appeared-in-public-after-assassination-rumours,MISLEADING
"Bhagat Singh, Rajguru and Sukhdev martyred on 14 February 1931 (Valentine’s Day).",FALSE,en,factly,https://factly.in/bhagat-singh-rajguru-and-sukhdev-were-executed-on-23-march-1931-not-on-valentines-day,FALSE
Union government has decided to establish a permanent bench of the Supreme Court in Bangalore.,FALSE,en,factly,https://factly.in/no-the-central-government-did-not-approve-any-proposal-for-establishment-of-a-sc-bench-at-bangalore,FALSE
: A viral video shows Kangana Ranaut calling India a poor nation.,MISLEADING,en,factly,https://factly.in/this-video-of-kangana-ranaut-allegedly-calling-india-a-poor-nation-is-presented-out-of-context,MISLEADING
The video shows a large gathering of people participating in the Save Aravalli movement in Rajasthan.,MISLEADING,en,factly,https://factly.in/a-rajasthan-wrestling-tournament-video-is-falsely-shared-as-showing-a-save-aravalli-protest,MISLEADING
Monetary benefits under the ‘Pradhan Mantri Shishu Vikas Yojana’ scheme for children (age 5-16 years) studying in the government schools.,FALSE,en,factly,https://factly.in/there-is-no-central-government-scheme-with-the-name-pradhan-mantri-shishu-vikas-yojana-pmsvy,FALSE
: The viral video shows a pro-Palestine rally in the UK supporting the Sydney terrorist attack.,MISLEADING,en,factly,https://factly.in/an-old-video-of-a-pro-palestine-rally-from-manchester-is-being-shared-as-visuals-of-a-rally-supporting-the-sydney-terrorist-attack,MISLEADING
: An Indian telecom engineer named Nitin Mohan was arrested by Bahrain Police for spying for Mossad and leaking images and videos of the war.,MISLEADING,en,factly,https://factly.in/this-claim-that-an-indian-engineer-named-nitin-mohan-was-arrested-in-bahrain-for-spying-for-mossad-is-fake,MISLEADING
"In India, the number of reported rape cases increased from 1638 (in 2013) to 3051 (in 2018).",FALSE,en,factly,https://factly.in/in-2013-the-number-of-reported-rape-cases-in-india-was-33707-not-1638-2018-ncrb-data-is-yet-to-be-released,FALSE
Modi government paid off the pending bills of the Oil Bonds.,FALSE,en,factly,https://factly.in/fact-check-how-much-did-the-modi-government-pay-for-the-upa-era-oil-bonds,FALSE
The photos show Rohingya refugees stranded at sea after being denied entry by Saudi Arabia.,MISLEADING,en,factly,https://factly.in/these-viral-photos-of-rohingya-refugees-stranded-at-sea-after-being-denied-entry-are-from-thailand-not-saudi-arabia,MISLEADING
: The viral video shows radical Muslims in the UK setting fire to a giant Christmas tree while chanting “Allahu Akbar” in the year 2025.,MISLEADING,en,factly,https://factly.in/video-of-a-2015-incident-from-belgium-showing-a-christmas-tree-being-set-on-fire-while-allahu-akbar-is-chanted-shared-now-as-a-2025-incident-from-the-uk,MISLEADING
: The viral video shows Rahul Gandhi visiting Trimbakeshwar Temple after the 2025 Bihar election loss.,MISLEADING,en,factly,https://factly.in/this-2024-video-of-rahul-gandhi-offering-prayers-at-the-trimbakeshwar-temple-is-being-shared-as-if-it-were-taken-after-the-2025-bihar-election-loss,MISLEADING
"The videos show senior Indian journalists reporting that key Bihar NDA leaders are under investigation for allegedly funding Pakistan’s political party, Pakistan Tehreek-e-Insaf (PTI).",FALSE,en,factly,https://factly.in/these-viral-videos-allegedly-showing-indian-journalists-reporting-that-nda-leaders-funded-pakistans-political-party-pti-are-fake,FALSE
: The viral video shows a Muslim boy being beaten in Mumbai’s Meera Road and forced to chant “Jai Shri Ram” because of his religious identity.,MISLEADING,en,factly,https://factly.in/this-video-of-a-muslim-man-being-beaten-after-being-caught-defecating-inside-a-temple-in-hyderabad-is-being-shared-as-an-incident-from-mumbai,MISLEADING
Only 55 camps were conducted pre 2014 for distribution of support equipment to Divyangs while more than 6000 camps are conducted post 2014.,FALSE,en,factly,https://factly.in/fact-check-has-there-been-a-exponential-increase-in-camps-for-divyangs,FALSE
: The viral video claims Shah Rukh Khan defended Mustafizur Rahman’s inclusion in KKR while criticising Gautam Adani and “Hindu–Muslim politics.”,FALSE,en,factly,https://factly.in/this-video-of-shah-rukh-khan-allegedly-commenting-on-the-kkr-mustafizur-rahman-controversy-is-a-deepfake,FALSE
: A Saudi Arabian man seen hugging and kissing an elderly Hindu woman in a viral photo came to Kerala to meet the woman who had raised him as a child.,FALSE,en,factly,https://factly.in/a-photo-of-saudi-celebrity-hashim-abbas-and-mollywood-veteran-actor-vijaya-kumari-is-being-shared-with-a-fabricated-story,FALSE
: The video shows a woman beating a BJP leader in Bihar with slippers during the 2025 Assembly elections.,FALSE,en,factly,https://factly.in/2018-video-of-a-land-dispute-from-telangana-is-falsely-shared-as-showing-voters-hitting-a-bjp-leader-with-slippers-in-bihar,FALSE
The National Investigation Agency (NIA) has issued helpline numbers for the public to report suspicious Muslims.,FALSE,en,factly,https://factly.in/the-nia-has-not-set-up-any-helpline-number-to-report-suspicious-muslims-the-viral-post-is-fake,FALSE
: The video shows the Burj Khalifa displaying KCR’s photo to mark his 72nd birthday in February 2026.,MISLEADING,en,factly,https://factly.in/this-2021-video-of-the-burj-khalifa-during-the-bathukamma-festival-is-being-shared-as-related-to-kcrs-72nd-birthday-celebrations-in-2026,MISLEADING
A new order by the Assam government does not allow people of different religions to buy or sell land to each other.,MISLEADING,en,factly,https://factly.in/the-assam-government-has-not-banned-land-sales-between-different-religions-it-has-only-made-verification-mandatory,MISLEADING
Visuals of the recent Save Aravali Protests.,MISLEADING,en,factly,https://factly.in/an-unrelated-video-of-a-protest-against-a-cement-plant-in-chhattisgarh-is-falsely-shared-as-visuals-of-a-save-aravalli-protest,Misleading
": The UN declared 15 October, Dr APJ Abdul Kalam’s birthday, as World Students’ Day.",FALSE,en,factly,https://factly.in/the-un-never-recognised-abdul-kalams-birthday-as-world-students-day,FALSE
"Storing onions and potatoes together causes the potatoes to produce poisonous chemicals like solanine and chaconine, which can be fatal when consumed, especially for children.",MISLEADING,en,factly,https://factly.in/does-storing-onions-and-potatoes-together-make-the-potatoes-harmful-for-consumption,Misleading
For the first time in 72 years Indian Rupee is weaker than Bangladeshi Taka.,FALSE,en,factly,https://factly.in/indian-rupee-did-not-become-weaker-than-bangladeshi-taka,FALSE
"If EVMs were not hacked, how did BJP and Congress candidates get 211820 and 140295 votes respectively in many constituencies?",FALSE,en,factly,https://factly.in/bjp-and-congress-candidates-didnt-get-211820-and-140295-votes-respectively-in-many-constituencies,FALSE
The video shows a Hindu man hitting a burqa-clad woman on the head and leaving her fainted on the road in India.,FALSE,en,factly,https://factly.in/viral-video-of-a-burqa-clad-woman-being-hit-on-the-head-by-a-man-is-from-bangladesh-not-india,FALSE
Union Law Department has amended Section 41A of CrPC and cancelled the police station bail in order to check corruption in the police department.,FALSE,en,factly,https://factly.in/amendments-made-to-the-code-of-criminal-procedure-act-in-2008-2010-are-intact,FALSE
The viral photos show a photographer who got emotional and cried at the sight of Lord Ram’s idol during the consecration at the Ayodhya Ram Mandir.,FALSE,en,factly,https://factly.in/these-photos-of-a-crying-photographer-are-old-and-unrelated-to-the-ram-mandir-inauguration,False
"The video shows a massive military buildup by China near Arunachal Pradesh, India.",FALSE,en,factly,https://factly.in/the-video-does-not-show-a-massive-chinese-military-buildup-near-arunachal-pradesh-it-depicts-a-pla-exercise-in-northeast-china,FALSE
"Since 2014, the Central Government is paying a monthly rent of Rs. 2 lakhs for Chidambaram’s rented flat, which is owned by his wife and son (Nalini and Karti Chidambaram).",FALSE,en,factly,https://factly.in/the-central-government-does-not-pay-rents-of-mps-private-houses-it-allots-houses-to-mps,FALSE
: The viral video shows a CRPF personnel in India offering namaz while on duty.,FALSE,en,factly,https://factly.in/this-video-of-a-bangladeshi-army-personnel-offering-namaz-is-being-falsely-shared-as-showing-a-crpf-jawan-from-india,FALSE
The photo shows Unnao rape case convict Kuldeep Singh Sengar being garlanded after his release from jail.,MISLEADING,en,factly,https://factly.in/this-viral-photo-allegedly-showing-kuldeep-singh-sengar-being-garlanded-after-his-jail-release-is-ai-generated,MISLEADING
"A Muslim man named Abdul killed his live-in partner, a Hindu woman, in Delhi.",FALSE,en,factly,https://factly.in/the-accused-in-the-chhawla-delhi-live-in-partner-murder-case-in-november-2025-is-not-muslim,FALSE
: A viral video shows Major General C.S. Mann saying that India is supporting the US and Israel in regime change efforts in Iran and that Pakistan could be strategically pressured from three sides as part of a plan leading toward “Akhand Bharat.”,FALSE,en,factly,https://factly.in/this-video-of-major-general-c-s-mann-claiming-that-the-iran-israel-us-conflict-could-lead-to-the-formation-of-akhand-bharat-is-a-deepfake,FALSE
A Goat has been arrested by the Kanpur police for not wearing a mask.,FALSE,en,factly,https://factly.in/kanpur-police-did-not-arrest-a-goat-for-not-wearing-a-mask,FALSE
"There has been a 50% increase in track renewal in 2017-18 compared to 2013-14. In 2013-14, it was 2,926 kms and in 2017-18 it is 4,405 kms.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-over-railway-track-development,TRUE
: The viral video shows supporters of Ayatollah Khamenei and exiled Crown Prince Reza Pahlavi getting into a physical fight during a live Iranian TV debate amid ongoing anti-government protests.,FALSE,en,factly,https://factly.in/a-2013-video-of-a-physical-altercation-between-guests-on-a-georgian-tv-show-is-being-falsely-shared-in-the-context-of-the-ongoing-protests-in-iran,FALSE
"The Central Government allocated funds to the States on 05 January 2021 from the PM CARES fund, but the States failed to install the required oxygen plants.",MISLEADING,en,factly,https://factly.in/this-post-misleads-people-by-blaming-only-states-for-the-delay-in-installing-the-oxygen-plants,MISLEADING
: This photo of Rajiv Gandhi and Sonia Gandhi dressed as Muslims proves that the Gandhi family practices Islam.,MISLEADING,en,factly,https://factly.in/this-viral-photo-shows-a-fancy-dress-party-after-rajiv-gandhis-wedding-not-the-wedding-ceremony,MISLEADING
: The viral video shows a massive rally protesting against Bihar Chief Minister Nitish Kumar over the hijab controversy.,MISLEADING,en,factly,https://factly.in/this-video-of-a-rally-marking-birsa-mundas-150th-birth-anniversary-in-gujarat-is-being-shared-as-visuals-of-a-protest-against-nitish-kumar-over-the-hijab-controversy,MISLEADING
Government to provide employment to people with smartphones.,FALSE,en,factly,https://factly.in/fake-messages-and-websites-now-offer-non-existent-smartphone-employment-from-the-government,FALSE
"Out of three transfers recommended by the SC collegium, only Justice Muralidhar’s transfer was notified.",FALSE,en,factly,https://factly.in/all-the-three-transfers-recommended-by-the-sc-collegium-were-notified-not-just-justice-muralidhars-transfer,FALSE
The number of votes polled exceeded the number of eligible voters in the 2025 Bihar Assembly elections.,FALSE,en,factly,https://factly.in/the-number-of-votes-polled-did-not-exceed-the-number-of-eligible-voters-in-the-2025-bihar-elections,False
The Government of India introduced the ‘National Rural Youth Training and Employment Scheme’ to employ the educated rural boys and girls in the country.,FALSE,en,factly,https://factly.in/national-rural-youth-training-and-employment-scheme-does-not-exist,FALSE
: A CCTV video shows a thief abandoning a robbery and returning the money after a child offers him a lollipop inside the shop.,FALSE,en,factly,https://factly.in/these-viral-cctv-visuals-of-a-girl-offering-lollipop-to-a-robber-are-scripted-not-real,FALSE
"Press Release on movement restriction for COVID-19 outbreak by National Security Council, PMO (India).",FALSE,en,factly,https://factly.in/the-press-release-on-movement-restriction-for-covid-19-outbreak-was-issued-by-pmo-malaysia-not-pmo-india,FALSE
"During Partition, the minority population which stayed back in Pakistan was 23% and 30% in West and East Pakistan respectively.",MISLEADING,en,factly,https://factly.in/fact-check-of-claims-made-by-jaggi-vasudev-sadhguru-on-caa,Misleading
: The video shows Chief Election Commissioner Gyanesh Kumar bowing at the feet of Union Home Minister Amit Shah.,FALSE,en,factly,https://factly.in/this-video-claiming-to-show-chief-election-commissioner-of-india-gyanesh-kumar-bowing-down-before-home-minister-amit-shah-is-a-deepfake,FALSE
": The viral video shows the retrieval of the body of a nine-year-old girl who was raped and murdered by her uncle, identified as a man named Mohammed Akram.",FALSE,en,factly,https://factly.in/this-man-accused-of-raping-and-murdering-his-niece-in-deoria-uttar-pradesh-is-vidyasagar-yadav-not-akram,FALSE
The video shows a Muslim man from Bangladesh saying he lives in Kolkata and fully supports Mamata Banerjee.,FALSE,en,factly,https://factly.in/this-viral-video-claiming-to-show-a-muslim-man-from-bangladesh-saying-he-lives-in-kolkata-and-fully-supports-mamata-banerjee-is-ai-generated,FALSE
"e-trading platforms, 585 regulated markets to fetch the best prices for farmers.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-about-e-nam,TRUE
Women can call ‘1091’ or ‘7837018555’ numbers to avail the free ride scheme started by the Kolkata Police.,MISLEADING,en,factly,https://factly.in/kolkata-police-clarified-that-they-did-not-start-any-specific-free-night-pick-and-drop-scheme-for-women,MISLEADING
The video shows a child casting a vote for the BJP during the recently concluded 2025 Bihar elections.,FALSE,en,factly,https://factly.in/a-2024-video-from-bhopal-is-falsely-shared-as-a-child-casting-a-vote-during-the-2025-bihar-assembly-elections,FALSE
": The viral video shows Rasha Thadani, daughter of Raveena Tandon, winning a gold medal at the 2025 Boxing Cup in the 80+ kg category.",FALSE,en,factly,https://factly.in/this-video-of-nupur-sheoran-the-silver-medallist-at-the-2025-world-boxing-championships-is-being-falsely-shared-as-rasha-thadani-winning-a-gold-medal,FALSE
The video shows Bajrang Dal members entering Bangladesh and hoisting a saffron flag after removing a green Islamic flag from a pole.,FALSE,en,factly,https://factly.in/an-unrelated-video-from-odisha-is-being-falsely-shared-as-showing-bajrang-dal-members-entering-bangladesh-and-hoisting-a-saffron-flag,FALSE
PMKSY launched to modernize supply chain infrastructure.,TRUE,en,factly,https://factly.in/fact-checking-government-claims-on-pradhan-mantri-kisan-sampada-yojana,TRUE
Fact Check of the claims about achievement & revamping of the PMFBY,TRUE,en,factly,https://factly.in/fact-check-of-the-claims-about-achievement-revamping-of-the-pmfby,UNVERIFIED
": The viral video shows a train plunging into a river after falling off a bridge in Bareilly, Uttar Pradesh.",FALSE,en,factly,https://factly.in/this-video-showing-a-train-falling-into-a-river-from-a-bridge-in-uttar-pradesh-is-ai-generated,FALSE
1.69 lakh kms of rural roads built in the last 4 years.,TRUE,en,factly,https://factly.in/fact-check-has-rural-road-construction-reached-a-record-high-in-the-last-four-years,TRUE
The Income Tax Department will have the authority to access individuals’ emails and social media accounts to curb tax evasion starting 01 April 2026.,MISLEADING,en,factly,https://factly.in/authorities-cannot-access-taxpayers-social-media-or-email-data-except-during-a-legally-authorized-search-operation,MISLEADING
"13,000 training centers opened across India training in 376 trades.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-skill-development,UNVERIFIED
"Expenditure on road construction was 32,483 crore rupees in 2013-14. It is 1,16,324 crore rupees in 2017-18.",TRUE,en,factly,https://factly.in/fact-checking-government-claims-on-national-highways-roads,TRUE
The government ensured clean auctions of coal blocks and telecom spectrum and set a new benchmark.,TRUE,en,factly,https://factly.in/fact-checking-the-governments-claims-on-auctions-clearances,TRUE
: The viral video shows people in Bihar holding a torchlight procession to protest vote theft after the 2025 election results.,FALSE,en,factly,https://factly.in/an-unrelated-torchlight-procession-video-from-rajasthan-is-being-falsely-shared-as-a-protest-against-vote-theft-in-bihar,FALSE
"The video shows RJD leader Tejashwi Yadav giving Rs 30,000 to people affected by the anti-encroachment drive in Bihar.",MISLEADING,en,factly,https://factly.in/this-video-predates-bihars-november-2025-anti-encroachment-drive-and-does-not-show-tejashwi-yadav-giving-financial-aid-to-the-affected,MISLEADING
"Video of Om Birla announcing that the central government will provide ₹12,000 to low-income families.",FALSE,en,factly,https://factly.in/a-deepfake-video-is-being-shared-as-visuals-of-om-birla-announcing-%e2%82%b912000-aid-for-poor-families,False
"The video shows a real incident of a woman leaving her mother at an old age home, saying there was no place for her at home.",FALSE,en,factly,https://factly.in/this-viral-video-allegedly-showing-a-woman-abandoning-her-mother-at-an-old-age-home-is-scripted,FALSE
": The viral video shows Union Civil Aviation Minister dancing during the IndiGo flight crisis, implying he was celebrating while passengers were stranded.",MISLEADING,en,factly,https://factly.in/an-old-video-of-civil-aviation-minister-rammohan-naidu-dancing-at-a-family-wedding-is-being-shared-amid-the-recent-indigo-fiasco,MISLEADING
: The viral video shows CRPF personnel detaining law-and-order disruptors in West Bengal ahead of the 2026 assembly elections.,MISLEADING,en,factly,https://factly.in/a-video-of-a-protest-in-bangladesh-is-being-shared-as-that-of-crpf-detaining-people-in-west-bengal-ahead-of-the-2026-elections,MISLEADING
The video shows saints queuing to vote in the January 2026 Maharashtra municipal elections.,FALSE,en,factly,https://factly.in/this-viral-video-of-saints-queuing-to-cast-votes-is-not-from-the-january-2026-maharashtra-municipal-elections,FALSE
": The viral video shows a large herd of elephants entering Sakleshpur town in Hassan district, Karnataka.",FALSE,en,factly,https://factly.in/this-video-of-a-large-elephant-herd-crossing-a-road-in-assam-is-falsely-shared-as-visuals-from-sakleshpur-karnataka,FALSE
Narendra Modi government has established 9 medical colleges in Telangana during the last 3 years.,MISLEADING,en,factly,https://factly.in/no-the-central-government-did-not-establish-9-medical-colleges-in-telangana-in-the-past-three-years,MISLEADING
Hindustan Petroleum Corporation Limited (HPCL) has launched petrol capsules that can be dropped into water to instantly turn it into usable fuel for vehicles.,FALSE,en,factly,https://factly.in/the-viral-claim-that-hpcl-has-launched-petrol-capsules-that-instantly-turn-water-into-usable-vehicle-fuel-is-fake,FALSE
: The viral video shows a patient falling from an ambulance onto the road on the Yamuna Expressway in Uttar Pradesh.,FALSE,en,factly,https://factly.in/this-video-of-a-patient-falling-from-an-ambulance-on-the-yamuna-expressway-is-ai-generated,FALSE
: The viral video shows RSS chief Mohan Bhagwat calling for the “saffronisation” of the Indian Army and the removal of over 50% of “non-caste Hindus” by 2028.,FALSE,en,factly,https://factly.in/this-viral-video-of-mohan-bhagwat-making-remarks-about-saffronising-the-indian-army-is-a-deepfake,FALSE
: The viral video shows AIMIM chief Asaduddin Owaisi performing aarti at a Hanuman temple.,FALSE,en,factly,https://factly.in/this-viral-video-of-aimim-leader-asaduddin-owaisi-performing-an-aarti-at-a-hanuman-temple-is-ai-generated,FALSE
": Asaf Ali, a Muslim argued on behalf of Bhagat Singh ; Rai Bahadur Suryavamsham Sharma, an RSS member represented the British empire and pleaded death sentence for Bhagat Singh.",MISLEADING,en,factly,https://factly.in/bhagat-singh-took-legal-advice-from-lala-duni-chand-an-rss-associate-did-not-represent-the-british-in-the-trial,MISLEADING
"On the domestic LPG cylinders, the State Government levy a tax of 55% whereas the Central Government’s tax is just 5%",FALSE,en,factly,https://factly.in/a-gst-of-5-per-cent-is-levied-on-the-domestic-lpg-cylinders-no-state-imposes-55-per-cent-tax,FALSE
The video shows Uttar Pradesh Chief Minister Yogi Adityanath and Gorakhpur MP Ravi Kishan participating in a public march protesting the new UGC regulations.,FALSE,en,factly,https://factly.in/this-viral-video-shows-the-gst-awareness-drive-in-gorakhpur-conducted-by-cm-yogi-adityanath-and-mp-ravi-kishan,FALSE
: The video shows Venezuelan citizens tearing down posters of President Nicolás Maduro in celebration after he was captured by US forces.,MISLEADING,en,factly,https://factly.in/a-2024-video-of-protesters-tearing-down-president-nicolas-maduros-poster-is-being-shared-as-visuals-from-after-his-capture-by-us-forces,MISLEADING
A Navbharat Times postcard quotes Jagadguru Rambhadracharya as saying that Brahmins can conceive children without sexual intercourse using tantra and mantras.,FALSE,en,factly,https://factly.in/this-viral-navbharat-times-postcard-allegedly-quoting-jagadguru-rambhadracharya-on-brahmins-conceiving-children-is-fabricated,FALSE
The video shows a ‘Love Jihad’ incident where a Muslim man is torturing a Hindu woman.,FALSE,en,factly,https://factly.in/a-video-from-a-pakistani-film-shoot-is-being-falsely-shared-showing-a-real-love-jihad-incident,FALSE
The numbers in the post comparing terrorist activities during the UPA and NDA governments are Wrong - FACTLY,FALSE,en,factly,https://factly.in/the-numbers-in-the-post-comparing-terrorist-activities-during-the-upa-and-nda-governments-are-fake,FALSE
: The viral video shows CDS General Anil Chauhan warning about growing Pakistan–Bangladesh defence ties and the sale of JF-17 jets to Bangladesh.,FALSE,en,factly,https://factly.in/this-video-of-the-indian-chief-of-defence-staff-allegedly-commenting-on-pakistan-bangladesh-defence-ties-is-a-deepfake,FALSE
: The video shows French President Emmanuel Macron saying France refused a defence partnership with India due to Rafale jets losing value after alleged failure by the Indian Air Force.,FALSE,en,factly,https://factly.in/this-video-showing-french-president-emmanuel-macron-allegedly-refusing-a-deal-with-india-due-to-inefficiency-of-iaf-is-a-deepfake,FALSE
The video shows people addicted to drugs and collapsing on the streets in Venezuela.,MISLEADING,en,factly,https://factly.in/this-viral-video-showing-people-addicted-to-drugs-and-collapsing-on-the-streets-is-from-philadelphia-united-states-not-venezuela,MISLEADING
: The viral video shows Pakistani police and locals searching for Indian spies in Karachi’s Lyari area after the release of Durandhar 2.,FALSE,en,factly,https://factly.in/an-unrelated-old-video-is-being-shared-as-visuals-of-pakistani-police-searching-for-indian-spies-on-the-streets-of-karachi-after-the-release-of-durandhar-2,FALSE
: The viral video shows protesters opposing the University Grants Commission regulations setting fire to a Bharatiya Janata Party office.,FALSE,en,factly,https://factly.in/this-video-of-a-bjp-office-set-on-fire-during-statehood-protests-in-leh-is-being-shared-as-visuals-of-protests-against-the-ugc-regulations,FALSE
There was a shortfall in government earnings in 2018-19 to the tune of Rs.1.7 lakh crores and the shortfall was compensated by taking money from RBI.,TRUE,en,factly,https://factly.in/fact-check-how-true-is-congress-partys-claim-regarding-shortfall-in-government-earnings,TRUE
These clips show anti-Modi protestors torching a BJP office building after the 2025 Bihar Elections.,FALSE,en,factly,https://factly.in/old-and-unrelated-clips-are-falsely-shared-as-showing-protestors-torching-a-bjp-office-building-after-the-november-2025-bihar-assembly-elections,False
": The visuals show commandos beating TMC workers, and rioters being chased by Indian army in West Bengal ahead of the 2026 Assembly elections.",MISLEADING,en,factly,https://factly.in/videos-from-dhaka-bangladesh-are-being-shared-as-incidents-from-west-bengal-ahead-of-the-2026-elections,MISLEADING
