claim,label,language,source,url,verdict_raw
Apple Fired 'Liquid Glass' Designer,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-apple-firing-lead-designer-jon-yongfook-behind-ios-26s-liquid-glass-visual-display-news-misreporting-satirical-post-factcheck-28768,Apple
"The video was shared on Facebook with the caption, ""Cloud burst at Kolkata Bagha Jatin."" Click",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/kolkata-rains-cloud-burst-heavy-rains-overnight-viral-video-unrelated-guwahati-false-fact-check-29580,Kolkata
Afghanistan Foreign Minister Amir Khan Muttaqi says persecution of Indian Muslims is India's 'Internal matter',MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-afghan-foreign-minister-amir-khan-muttaqi-statement-indian-muslims-persecution-is-indias-internal-matter-29732,Afghanistan
Video shows Muslim male and female students separated by a partition in a classroom in Kerala,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-kerala-classroom-muslim-boys-girls-partition-maharashtra-coaching-institute-nanded-factcheck-29811,Kerala
"A verified user on X posted the video with the caption, ""Escalators collapsed and many dead at BM Habitat Mall, Mysore"".",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-escalators-collapsing-inside-mysuru-mall-karnataka-claim-fact-check-29494,Karnataka
The 55-second video posted on the Instagram handle @bible_prediction shows PM Modi appearing to say that Jesus Christ offers freedom from sin and a new life.,FALSE,en,boomlive,https://www.boomlive.in/fact-check/viral-video-christianity-jesus-christ-prime-minister-narendra-modi-claim-fact-check-30625,False
"The viral video shows a person removing a sanitary napkin from an orange coloured packet with a label detailing Congress' Mai Bahin Maan Yojana and party leader Rahul's photo on top. The person then goes on to open a folded sanitary pad, revealing Rahul Gandhi's face on it.",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/rahul-gandhi-photo-viral-video-sanitary-pads-napkins-bihar-elections-28994,Rahul Gandhi
Videos show fire at Qatar’s Ras Laffan LNG facility after Iran’s missile attack.,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-videos-qatar-ras-laffan-lng-hub-iran-missile-attack-fire-fact-check-30880,US-Israel attack Iran
"Facebook users shared the video with the caption, ""RUSSIA EARTHQUAKE. A few shots from Russia when this massive earthquake happened. Scary."" Click",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-videos-earthquake-visuals-from-russia-july-30-claim-fact-check-29198,Russia
Video shows Leh ADC saying they have arrested Wangchuk on the orders of Home Minister Amit Shah,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-ladakh-leh-adc-sonam-wangchuk-was-arrested-on-the-directions-of-home-minister-amit-shah-ai-voice-over-factcheck-29674,Sonam Wangchuk
"Discover -""Sansani Nahin Sirf Sach-"" with Aasif Sheikh. BOOM shares COVID-19 tips, vaccine safety, and mental health guidance for senior citizens. Stay safe with reliable information.",MISLEADING,en,boomlive,https://www.boomlive.in/mediabuddhi/senior-citizens,Senior Citizens
The X user (@Mushk_0) posted four videos claiming:,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/deepfake-videos-sonam-wangchuk-death-custody-fake-claim-30111,Sonam Wangchuk
"In the viral video, Chavan who is president of the BJP Maharashtra wing, can be seen bowing to a man wearing a black pathani suit with a jacket. One user shared the video on X with a claim in English and Marathi , ""BJP + AIMIM tie up in BMC election. Watch BJP Ravindra Chavhan touching feet of MIM leader. Someone had said something at that time ... We can live without power for a while, we will stay home if needed, but we will not form an alliance with MIM""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-bjp-aimim-alliance-maharashtra-bjp-president-touching-feet-aimim-leader-claim-fact-check-30447,BJP
Photos show same man posing as Delhi University student and porter meeting Rahul Gandhi,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-paid-actor-du-student-porter-with-rahul-gandhi-congress-videos-photos-factcheck-28698,Rahul Gandhi
Photos show Kumar voting earlier in Delhi and now in Bihar,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-photos-kanhaiya-kumar-bihar-delhi-voting-photos-bihar-election-2025-factcheck-29936,Bihar Elections
"The video is being shared with the caption, ""Upper Caste Protest Turns Fiery: Shoes Thrown, Effigies of PM Modi & Amit Shah Burnt Over New UGC Law.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-protest-burning-effigies-pm-modi-home-minister-amit-shah-ugc-new-rules-claim-fact-check-30584,UGC
Photo shows Former PM Manmohan Singh and Sharad Pawar welcoming the Pakistani cricket team after 26/11 Mumbai terror attacks,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-photo-manmohan-singh-shaking-hands-with-pakistani-cricket-players-2011-not-2008-factcheck-29538,Asia Cup
Video shows stray dog guarding homeless girl,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-stray-dog-guarding-homeless-girl-sleeping-on-the-street-ai-factcheck-29903,AI Generated
"The video is being shared with the caption, ""Huge numbers of crows in Tel Aviv stormed the area for more hell to come. The situation in Israel is terrifying in every respect.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-crow-flying-bad-omen-israel-doomsday-claim-fact-check-30911,US-Israel attack Iran
"Several social media users posted the video with a Hindi caption that translates to, ""Open fight in Israeli parliament. Even Israeli MPs do not support the Zionist government and the BJP leaders of India are raising the slogan ""Israel, you fight, we are with you"". (Original Text in Hindi: इजरायली पार्लियामेंट में खुलकर लड़ाई। जयोनिष्ट सरकार को खुद इजरायल के सांसद समर्थन नहीं करते और भारत के भजपिल्ले ""इजरायल तुम संघर्ष करो, हम तुम्हारे साथ है"" का नारा लगा रहे है।)",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-israel-lawmakers-parliament-fighting-war-claim-fact-check-28876,Israel-Iran Conflict
Video shows Chief of Defence Staff Anil Chauhan saying that Indian government has surrendered Arunachal Pradesh and Ladakh,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-general-anil-chauhan-ai-video-indian-government-has-surrendered-arunachal-and-ladakh-to-china-30160,China
"An X user shared the video with the caption, ""Breaking: Finally Indian Airforce Chief admits India did lose 6 Jets and one Heron UAV during May 7th Air engagements."" BOOM had earlier fact checked similar videos which were manipulated using AI to target Indian defence chiefs after the escalation between India and Pakistan in May.",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-indian-air-chief-marshal-ap-singh-loss-six-indian-jets-operation-sindoor-claim-fact-check-29244,Operation Sindoor
"A verified X user shared the video with the caption, ""This Muslim boy was luring a minor Hindu girl into his room, he was luring the girls into his net by talking sweetly. Now the local Hindus caught him, the rest of his treatment was done properly behind closed camera Pustang Pelai. District chamoli village karnprayag. Nori goun"".",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-uttarakhand-chamoli-minor-man-apprehended-communal-claim-fact-check-29273,Uttarakhand
"Explore Decode Voices for in-depth interviews and expert analysis on technology trends, innovations, and industry insights. Stay informed with authoritative opinions.",MISLEADING,en,boomlive,https://www.boomlive.in/decode/interviews,Decode
Videos show Iranian strikes on Tel Aviv,FALSE,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-videos-iran-tel-aviv-strikes-old-video-ai-video-factcheck-30839,False
"The video is being shared on X with the caption, ""Iran has made hell out of Israel.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-iran-strikes-israel-video-indonesia-plastic-factory-fire-video-factcheck-30942,US-Israel attack Iran
Notice issued by Dev Bhoomi Uttarakhand University (DBUU) stating that it would award 50 marks to students attending Modi's rally,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-notice-dev-bhoomi-uttarakhand-university-awarding-50-marks-for-attending-pm-narendra-modi-rally-factcheck-29942,Narendra Modi
Two videos are being shared on social media claiming to be from Delhi's Uttam Nagar. The,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/uttam-nagar-viral-videos-misleading-claims-fact-check-raichur-banswara-30907,Read Full Article
The video is being shared on X with captions claiming it shows gunfire inside the Saudi royal palace in Riyadh.,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-gunfire-inside-the-saudi-royal-palace-old-video-2018-factcheck-30902,US-Israel attack Iran
"The video was posted with the caption, ""Iran hit the 5th generation F-35 fighter of the US Air Force. An American F-35 fighter made an emergency landing at an air base in the Middle East after coming under Iranian fire, sources told CNN"".",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-us-fighter-jets-abandoned-destroyed-f-35-iran-claim-fact-check-30904,US-Israel attack Iran
The video is being shared on X with the claim that Al Jazeera released CCTV footage showing Netanyahu meeting military generals in a bunker shortly before all of them were killed in an Iranian missile attack.,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-netanyahu-dying-in-a-bunker-cctv-footage-iran-israel-factcheck-30879,US-Israel attack Iran
Video shows COAS Dwivedi criticising Pakistan’s entry on Gaza Peace board,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-coas-army-chief-general-upendra-dwivedi-criticising-pakistan-gaza-peace-board-deepfake-30563,Indian Army
"The viral video shows CDS Chauhan saying the NDA alliance was able to win because of Indian armed forces' Trishul excercises. He can be heard saying, ""Prime Minister Modi and his aim of saffronisation has led to a wider public demand that the Indian Army ""gets rid of the DNA of the invaders."" Chauhan can be further heard admitting that he suggested the removal of 50% of the non-caste Hindus from the army by 2028 since the Indian army needs to be """,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/chief-of-defense-staff-anil-chauhan-bihar-elections-nda-win-viral-video-ai-voice-fact-check-30007,CDS Anil Chauhan
Sonam Wangchuk's father was part of the team with CIA that lost a plutonium-powered nuclear generator on Nanda Devi Himalayan mountain,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-newspaper-clipping-shared-falsely-claiming-sonam-wangchuks-father-cia-connection-nanda-devi-mission-29707,Sonam Wangchuk
"The video is being shared on X with the caption that the Indian Navy carried out a missile strike on an Iranian warship. The video with the caption was posted by the handle @Proudindiannavi, which has been",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-indian-navy-attack-iran-ship-fact-checkn-30938,US-Israel attack Iran
"In the 43-seconds viral video, Shah appears to make remarks about Pakistan being part of “Undivided India” (Akhand Bharat) and claims that if it succeeds in mediating the US-Iran war, it would be a win for India. He is also heard calling Pakistan Army Chief Asim Munir an “enemy,” adding that India knows how to deal with its enemies.",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-union-home-minister-amit-shah-pakistan-mediation-us-iran-war-win-for-india-claim-fact-check-30963,Amit Shah
"A Facebook user posted the viral image with the caption, ""Legends in one frem ."" (sic)",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-image-lionel-messi-virat-kohli-rohit-sharma-tendulkar-ms-dhoni-mumbai-marine-drive-goat-tour-ai-fact-check-30277,Lionel Messi
"An X user @RealBababanaras shared the video with the caption, ""IAF fighter jets escorting President Putin's airplane while entering Indian Airspace. Long live India-Russia Friendship."" BOOM has fact checked the handle multiple times in the past for peddling misinformation.",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-russian-president-vladimir-putin-iaf-jets-escorting-fact-check-30182,Vladimir Putin
"Photos shows the Delhi blast patient without a plaster while meeting the Delhi CM Rekha Gupta, and later a plaster was added before PM Modi’s visit",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-aap-leader-saurabh-bhardwaj-blast-victim-hand-plaster-rekha-gupta-narendra-modi-factcheck-29970,Delhi Blast
Photo shows Fatima Sana kneeling and touching the feet of Smriti Mandhana,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-photo-ai-generated-pakistan-women-captain-fatima-sana-touching-india-smriti-mandhanas-feet-factcheck-29710,India
"Multiple users on X and Facebook shared a video claiming that Lt Gen Rahul R Singh had admitted India lost two S-400 missile systems during ""Operation Sindoor."" The viral post shows him allegedly saying, “We are currently in negotiations with Russia to get two S-400 systems by the end of August, which we lost to Chinese missiles on 10th May.” (",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/india-s400-missile-false-claim-pakistan-viral-video-fact-check-29079,Operation Sindoor
"The images are being shared on X and Facebook with captions suggesting that Mayor Mamdani and his mother were part of Epstein’s inner circle. One prominent post wrote, ""Seems like Jeffrey Epstein was a significant part of the childhood of New York Mayor Zohran Mamdani."" (",FALSE,en,boomlive,https://www.boomlive.in/fact-check/zohran-mamdani-mira-nair-epstein-ai-photos-fake-30635,Deepfake
A footage showing a massive explosion was shared on X (,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/false-nuclear-attack-claim-tianjin-explosion-misused-in-iran-israel-conflict-28814,Israel-Iran Conflict
"A user on X shared the video with the caption, ""The entire opposition leaders of Israel left the parliament just before Modi was about to speak by saying, ""WE HAVE NOTHING TO DO WITH THIS MAN""!""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-prime-minister-modi-israel-pm-netanyahu-opposition-boycott-claim-fact-check-30757,Narendra Modi
"Several Indian X accounts shared the video with the caption, ""Look the Republic's public on the Republic Day"".",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-child-ballon-seller-man-popping-ballons-india-claim-fact-check-30542,India
"The video shows Gandhi addressing a crowd in Hindi. He says, ""When Jagannath Yatra is taken out in Odisha... you think... Jagannath Yatra's rath (chariot) is taken out, lakhs of people watch it and follow it and then, a drama takes place."" Social media users claimed Rahul Gandhi referred to Puri's Rath Yatra festival a 'drama' and shared the video with the",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/rahul-gandhi-called-odisha-ratha-yatra-drama-cropped-video-viral-congress-misleading-fact-check-29041,Rahul Gandhi
"The viral clip was posted on the X handle @RealBababanaras with a sarcastic caption, ""Watch : Watch: A donkey just stormed into Pakistan’s Parliament… Opposition or ruling party? Hard to tell.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/donkey-in-pakistan-parliament-viral-video-ai-generated-fact-check-30188,AI Generated
"Indians can now get lifetime UAE Golden Visas by paying AED 1,00,000 (~₹23 lakh), without needing to buy property or start a business.",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/uae-golden-visa-pti-vfs-rayad-group-23-lakh-false-claim-media-misreporting-29005,Press Trust of India
"The video is being shared on social media with text overlaid on it that reads, ""This video is not for everyone. Only for those who are ready to change their future"".",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-union-finance-minister-nirmala-sitharaman-investment-platform-claim-fact-check-30639,Finance Minister
"A user posted the video on Threads with a caption, ""Gautam Gambhir warns Indian fans trolling him and Suryakumar Yadav after today’s loss against South Africa, urging restraint and backing the team.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-gautam-gambhir-indian-fans-trolling-warning-claim-fact-check-30732,Gautam Gambhir
"Social media posts on X with videos claim that Iran has hit key intelligence sites including Mossad's headquarters in Tel Aviv, and videos showing flattered buildings, and building on fire.",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-videos-ai-tel-aviv-strikes-mossad-headquarters-iran-strikes-videos-ai-old-unrelated-factcheck-30871,US-Israel attack Iran
"A verified X user shared the video with the caption, “Pregnant minors treated like animals and the world still debates ‘proof,’” along with a hashtag linking it to the Epstein Files.",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-torture-pregnant-minors-epstein-files-claim-fact-check-30656,Jeffrey Epstein
"The video, shared widely since yesterday (",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/trump-fake-video-tesla-production-ban-fact-check-deepfake-analysis-28758,Donald Trump
Video shows Iran Shooting Down US Fighter Jet,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-visuals-iran-shooting-down-united-states-fighter-jets-cgi-simulation-game-factcheck-28860,Israel-Iran Conflict
"The viral video was shared on Facebook with the caption, ""🔥When India releases water, Pakistan drowns. When India holds it back, Pakistan dries. Pakistan, always sinking or thirsting, never thinking."" (",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/trump-fake-video-claims-india-caused-pakistan-floods-fact-check-29430,Donald Trump
"The video is being shared online with a Hindi caption that translates to, ""A female police officer shot dead in Raebareli"".",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-female-police-officer-shot-dead-raebareli-uttar-pradesh-fact-check-29907,Uttar Pradesh
"Multiple users on X, including the handle @InsiderWB (",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/nitish-kumar-false-claims-modi-shah-pahalgam-attack-ai-video-debunked-29998,Nitish Kumar
"An old viral message claims that Singapore is the first country in the world to conduct an autopsy on a COVID-19 victim. According to the claim, the investigation revealed that COVID-19 is not a virus, but bacteria exposed to radiation, which allegedly causes death by blood clotting or thrombosis.",MISLEADING,en,boomlive,https://www.boomlive.in/fast-check/factcheck-old-covid-19-claim-viral-thrombosis-cause-of-death-false-claim-28677,COVID-19
Neha Kakkar Arrested For Revealing Trading Platform Which Increased Her Investments,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-neha-kakkar-arrest-investment-site-kapil-sharma-show-interview-indian-express-scam-website-factcheck-28799,Scams
Video shows COAS General Dwivedi saying Army plans to reduce Non-Hindu soldiers by over 50 percent by 2028.,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-ai-voice-upendra-dwivedi-reducing-non-hindu-soldiers-factcheck-29924,Indian Army
Video shows Ravish Kumar reporting that NDA parties in Bihar funded Pakistan's PTI for them to say that Operation Sindoor is a success,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-ravish-kumar-nda-bihar-funded-pti-imran-khan-pro-india-operation-sindoor-success-factcheck-30048,Ravish Kumar
Multiple users on X (,FALSE,en,boomlive,https://www.boomlive.in/fact-check/deepfake-general-anil-chauhan-jet-loss-claim-fact-check-operation-sindoor-29151,Deepfake
"Users shared the video with the caption: ""After the tsunami hit Russia, 5 beluga whales got stranded in Kamchatka. Fishermen kept them wet and safe until the tide returned. All 5 made it back to the sea"". Click",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/five-beluga-whales-ashore-old-video-viral-russia-tsunami-earthquake-false-claim-fact-check-29201,Russia
"Several X users shared the video with the caption, ""Mumbai Airport closed!""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-mumbai-airport-flooded-maharashtra-waterlogging-claim-fact-check-29288,Mumbai
"Social media users are sharing the videos to claim that people in Israel have taken to the streets, chanting slogans such as ""Iran, forgive us.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fact-check-videos-israelis-apologising-to-iran-ai-generated-false-claim-28832,Israel-Iran Conflict
"X handle @ManipurPost5 shared the video and wrote, ""Indian PM Modi surrendering and accepting the Indian Air Force’s Rafale defeats against Pakistan. These shameless Indian armed forces can only oppress innocent civilians in Manipur. FREE MANIPUR!""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-prime-minister-narendra-modi-rafale-pakistan-claim-fact-check-30711,Narendra Modi
The video was posted on X by the handle Iran Press (@GP_Presss) claiming that Iran had launched a heavy strike on an Indian oil tanker carrying crude oil in the Strait of Hormuz.,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-iran-heavy-strike-on-an-indian-oil-tanker-ai-video-factcheck-30866,US-Israel attack Iran
"A user shared the video on X with the caption, ""Famous Indian Singer from Assam Zubin Garg died in Singapore while Scuba Diving.Here is the last moment video.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/assamese-singer-zubeen-garg-last-moments-death-singapore-scuba-diving-drowning-false-viral-video-fact-check-29556,Fact Check
"The video was posted by pro-Pakistan X handle @InsiderWb with the caption, ""Breaking: Shashi Tharoor rips apart Modi Government ""If you saw Donald Trump’s latest tweet crediting Pakistan with stepping in to end the Iranian war, you know why I am standing here in shock. It feels like a massive strategic failure by the Indian government.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-congress-mp-shashi-tharoor-india-us-iran-war-strategy-pakistan-praise-claim-fact-check-30986,Shashi Tharoor
"In the viral video a security guard exposes woman pretended to be pregnant by stuffing stolen clothes beneath her dress. The video is viral with a caption in Hindi that translates to, ""Indian-origin Ananya Alwani brought shame to India in America. She stuffed clothes worth over one lakh rupees under her top. Ananya, alias Jimisha, had gone to America to meet her family members. CCTV footage showed employees spotting her, and she was chased and caught.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-indian-woman-us-shoplifting-mexico-unrelated-video-jimisha-anaya-avlani-factcheck-29063,Viral Video
The Instagram reel (,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/ai-video-falsely-claimed-as-delhi-blast-footage-near-red-fort-29956,Delhi Blast
"The video was posted on X with the ANI logo and the caption, ""We have already lost a billion-dollar Rafale market because of the inefficiency of the Indian Air Force, which lost 8 jets.” Emmanuel Macron doesn't sound AI"".",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-france-president-emmanuel-macron-rafale-deal-market-loss-modi-claim-fact-check-30716,Emmanuel Macron
Video shows PM Modi announcing Free LPGs under Ujjwala Yojana,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-pm-modi-announcing-free-lpg-cylinders-iran-war-factcheck-30867,US-Israel attack Iran
"The audio clip, widely shared on X (archived here) and Facebook, purportedly features Piers Morgan saying:",FALSE,en,boomlive,https://www.boomlive.in/fact-check/piers-morgan-fake-audio-praising-india-ai-generated-viral-claim-debunked-29317,Deepfake
"The viral video shows one of the seven people on an orange rescue boat doing CPR on an unresponsive person lying down while others help. A man can be heard saying, ""Zubeen! Zubeen! Are you okay? Someone call the ambulance. Stay with us."" A Facebook user posted the video with the caption, ""Zubeen garg singapore Viral Video.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/assamese-singer-zubeen-garg-singapore-scuba-diving-death-cpr-video-viral-ai-generated-fact-check-29588,Zubeen Garg
"The video is circulating on X with the caption, ""The headquarters of Kalleh Dairy, located in Amol, Mazandaran Province, Iran, was allegedly targeted in an airstrike. Further details regarding the extent of the damage and potential casualties have not yet been confirmed.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-iran-dairy-factory-airstrike-kalleh-fire-airstrike-claim-fact-check-30943,US-Israel attack Iran
Video shows Amit Shah blaming Ajit Doval demanding PM Modi's resignation over Operation Sindoor,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-video-amit-shah-blames-ajit-doval-pakistan-strikes-modi-resign-operation-sindoor-factcheck-29572,Amit Shah
"Several users on Instagram shared the video with a Hindi caption that translates to, “Six boys assaulted a woman, beat her up, and dumped her. The girl is from Jharkhand.”",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-jharkhand-six-people-rape-woman-dead-claim-fact-check-29003,Jharkand
Photo shows shooter Naveed Akram in a Pakistani cricket jersey,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-photo-bondi-beach-attack-naveed-akram-pakistan-cricket-jersey-photo-factcheck-30266,Australia
"An X user shared the video with the caption, ""ARMED ROBOTS TESTED — FUTURE OF WAR WITHOUT HUMANS? Footage of a Unitree Robotics robot during a shooting test is circulating. The idea of autonomous machines carrying weapons is unsettling. If this is the direction technology is heading, future wars may no longer require human soldiers.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-chinese-company-unitree-robots-war-preparation-weapons-claim-fact-check-30710,China
"Several verified users on X shared the video with the caption, ""BREAKING: Reports circulating on social media claim that Iran has launched a major strike toward the sea area near Israel. However, there is no confirmed evidence of a nuclear attack, and these claims remain unverified at this time.""",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-iran-attack-sea-route-near-israel-claim-fact-check-30812,US-Israel attack Iran
Video shows Iranian retaliatory strikes in Dubai,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fake-news-viral-video-united-states-israel-iran-airstrikes-dubai-video-old-2022-factcheck-30781,Dubai
Sharing this video of a building on fire on,MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/fact-check-video-of-fire-in-england-falsely-shared-as-attack-tel-aviv-28868,Israel-Iran Conflict
"Several X users shared the video with the caption, ""Breaking News Iran destroyed the US airbase in Riyadh, Saudi Arabia. However, Iran did launch missiles at Al Udeid Air Base in Qatar  in retaliation for US strikes on Iranian nuclear facilities. The attack code named Operation Fateh Khaiber"". (sic)",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-iran-attack-us-air-base-saudi-arabia-claim-fact-check-30782,Iran
"Several verified handles on X shared the video with the caption, ""Indian armed forces takes over from West Bengal Police now. Now in Malda, No Appeasement, just pure Action in Army style"". (sic)",MISLEADING,en,boomlive,https://www.boomlive.in/fact-check/viral-video-indian-army-deployment-west-bengal-claim-fact-check-30979,West Bengal
